name,screen diagonal,screen resolution,cpu,ram,storage type,storage size,price,link,gpu
Dell Inspiron 3501 210-AWWX 5397184501467 черный,15.6 дюйм,1920x1080,Intel Core i3 1005G1,4 ГБ,HDD,256 ГБ,240167,https://kaspi.kz/shop/p/dell-inspiron-3501-210-awwx-5397184501467-chernyi-101184597/?c=750000000,Intel UHD Graphics 620
HP Europe ProBook x360 435 G7 175Q1EA серебристый,13.3 дюйм,1920x1080,AMD Ryzen 5 4500U,8 ГБ,SSD,256 ГБ,459435,https://kaspi.kz/shop/p/hp-europe-probook-x360-435-g7-175q1ea-serebristyi-100697136/?c=750000000,AMD Radeon RX Vega 6
Lenovo ThinkPad T15 Gen 1 20S6000MRT черный,15.6 дюйм,1920x1080,Intel Core i5 10210U,8 ГБ,SSD,256 ГБ,663443,https://kaspi.kz/shop/p/lenovo-thinkpad-t15-gen-1-20s6000mrt-chernyi-100404102/?c=750000000,Intel UHD Graphics
Dell Latitude 3410 210-AVKY N012L341014EMEA черный,14 дюйм,1920x1080,Intel Core i5 10310U,8 ГБ,SSD,512 ГБ,630980,https://kaspi.kz/shop/p/dell-latitude-3410-210-avky-n012l341014emea-chernyi-101342808/?c=750000000,Intel UHD Graphics 620
Lenovo Ideapad S145-15IIL 81W800K2RK серый,15.6 дюйм,1920x1080,Intel Core i3 1005G1,8 ГБ,HDD+SSD,1128 ГБ,249722,https://kaspi.kz/shop/p/lenovo-ideapad-s145-15iil-81w800k2rk-seryi-101171257/?c=750000000,Intel UHD Graphics
Lenovo ThinkBook T15 Gen 1 20S6000SRT черный,15.6 дюйм,1920x1080,Intel Core i5 10210U,8 ГБ,SSD,256 ГБ,599990,https://kaspi.kz/shop/p/lenovo-thinkbook-t15-gen-1-20s6000srt-chernyi-100377020/?c=750000000,Intel UHD Graphics
Lenovo ThinkBook T15 Gen 1 20S6001XRT черный,15.6 дюйм,1920x1080,Intel Core i7 10510U,16 ГБ,SSD,512 ГБ,1070853,https://kaspi.kz/shop/p/lenovo-thinkbook-t15-gen-1-20s6001xrt-chernyi-100535214/?c=750000000,Intel UHD Graphics
Lenovo ThinkBook 13s G2 ITL 20V90004RU серый,13.3 дюйм,1920x1200,Intel Core i7 1165G7,16 ГБ,SSD,512 ГБ,665760,https://kaspi.kz/shop/p/lenovo-thinkbook-13s-g2-itl-20v90004ru-seryi-101149682/?c=750000000,Intel Iris Xe Graphics
Dell Latitude 3510 210-AVLN N007L351015EMEA_UBU черный,15.6 дюйм,1366x768,Intel Core i5 10210U,8 ГБ,HDD,1024 ГБ,336790,https://kaspi.kz/shop/p/dell-latitude-3510-210-avln-n007l351015emea-ubu-chernyi-101158621/?c=750000000,Intel UHD Graphics
Lenovo ThinkPad T14s Gen 2 20WM004FRT черный,14 дюйм,1920x1080,Intel Core i7 1165G7,16 ГБ,SSD,1024 ГБ,988900,https://kaspi.kz/shop/p/lenovo-thinkpad-t14s-gen-2-20wm004frt-chernyi-101546525/?c=750000000,Intel UHD Graphics 620
Dell Vostro 5502 210-AXEZ N5111VN5502EMEA01_2105_UBU серый,15.6 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,512 ГБ,471229,https://kaspi.kz/shop/p/dell-vostro-5502-210-axez-n5111vn5502emea01-2105-ubu-seryi-101709051/?c=750000000,Intel Iris Xe Graphics
Asus Zenbook 13 UX325JA серый,13.3 дюйм,1920x1080,Intel Core i5 1035G1,8 ГБ,SSD,256 ГБ,500895,https://kaspi.kz/shop/p/asus-zenbook-13-ux325ja-seryi-100729005/?c=750000000,Intel UHD Graphics
Lenovo ThinkPad E14 20RA000XRT черный,14 дюйм,1920x1080,Intel Core i3 10110U,8 ГБ,SSD,256 ГБ,392500,https://kaspi.kz/shop/p/lenovo-thinkpad-e14-20ra000xrt-chernyi-100944577/?c=750000000,Intel UHD Graphics
Dell Vostro 3500 210-AXUD-A2 черный,15.6 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,378978,https://kaspi.kz/shop/p/dell-vostro-3500-210-axud-a2-chernyi-101215775/?c=750000000,Intel Iris Xe Graphics
Lenovo ThinkBook 15-IIL 20SM003SRU серый,15.6 дюйм,1920x1080,Intel Core i3 1005G1,8 ГБ,SSD,256 ГБ,269400,https://kaspi.kz/shop/p/lenovo-thinkbook-15-iil-20sm003sru-seryi-100877700/?c=750000000,Intel UHD Graphics
Acer Extensa EX215-52-368N NX.EG8ER.01C черный,15.6 дюйм,1920x1080,Intel Core i3 1005G1,4 ГБ,HDD,500 ГБ,280900,https://kaspi.kz/shop/p/acer-extensa-ex215-52-368n-nx-eg8er-01c-chernyi-100877737/?c=750000000,Intel UHD Graphics
Lenovo ThinkBook 15 G2 ITL 20VE00FKRU серый,15.6 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,512 ГБ,462400,https://kaspi.kz/shop/p/lenovo-thinkbook-15-g2-itl-20ve00fkru-seryi-101608987/?c=750000000,Intel UHD Graphics 620
HP ProBook 430 G8 27H94EA серебристый,13.3 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,438548,https://kaspi.kz/shop/p/hp-probook-430-g8-27h94ea-serebristyi-101602089/?c=750000000,Intel Iris Xe Graphics
Lenovo Thinkpad E15 Gen 2 20TD001FRT серый,15.6 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,512 ГБ,615990,https://kaspi.kz/shop/p/lenovo-thinkpad-e15-gen-2-20td001frt-seryi-101335809/?c=750000000,Intel Iris Xe Graphics
Lenovo ThinkBook 14 Gen 2 20VD00CNRU серый,14 дюйм,1920x1080,Intel Core i5 1135G7,16 ГБ,SSD,512 ГБ,359900,https://kaspi.kz/shop/p/lenovo-thinkbook-14-gen-2-20vd00cnru-seryi-101336264/?c=750000000,Intel Iris Xe Graphics
Lenovo Yoga 920 13 80Y7006YRK черный,13.9 дюйм,1920x1080,Intel Core i3 8250U,8 ГБ,SSD,256 ГБ,544922,https://kaspi.kz/shop/p/lenovo-yoga-920-13-80y7006yrk-chernyi-1305071/?c=750000000,Intel HD Graphics 620
Lenovo ThinkBook S-13-IML 20RR0007RU серебристый,13.3 дюйм,1920x1080,Intel Core i5 10210U,8 ГБ,SSD,256 ГБ,409989,https://kaspi.kz/shop/p/lenovo-thinkbook-s-13-iml-20rr0007ru-serebristyi-100089346/?c=750000000,Intel UHD Graphics
Apple MacBook Pro 2020 13.3 Z11C0013E серый,13.3 дюйм,2560x1600,Apple M1,16 ГБ,SSD,512 ГБ,1200000,https://kaspi.kz/shop/p/apple-macbook-pro-2020-13-3-z11c0013e-seryi-101694768/?c=750000000,Apple M1
Lenovo TP T590 20N4004DRT черный,15.6 дюйм,1920x1080,Intel Core i7 8565U,8 ГБ,SSD,256 ГБ,673700,https://kaspi.kz/shop/p/lenovo-tp-t590-20n4004drt-chernyi-100051555/?c=750000000,Intel UHD Graphics 620
Apple MacBook Pro 13 2020 MWP72 серебристый,13.3 дюйм,2560x1600,Intel Core i5 1038NG7,16 ГБ,SSD,512 ГБ,937813,https://kaspi.kz/shop/p/apple-macbook-pro-13-2020-mwp72-serebristyi-100379988/?c=750000000,Intel Iris Plus Graphics G7
Dell Latitude 3510 210-AVLN N008L351015EMEA_UBU серый,15.6 дюйм,1920x1080,Intel Core i5 10210U,8 ГБ,SSD,256 ГБ,359900,https://kaspi.kz/shop/p/dell-latitude-3510-210-avln-n008l351015emea-ubu-seryi-101157732/?c=750000000,Intel UHD Graphics
Lenovo Thinkbook 13S 20V90005RU серебристый,13.3 дюйм,2560x1600,Intel Core i5 1135G7,16 ГБ,SSD,512 ГБ,519900,https://kaspi.kz/shop/p/lenovo-thinkbook-13s-20v90005ru-serebristyi-101336253/?c=750000000,Intel Iris Xe Graphics
HP 340S G7 9TX20EA серый,14 дюйм,1920x1080,Intel Core i3 1005G1,8 ГБ,SSD,256 ГБ,219900,https://kaspi.kz/shop/p/hp-340s-g7-9tx20ea-seryi-100595911/?c=750000000,Intel UHD Graphics
Lenovo IdeaPad S145-15IIL 81W8007LRK черный,15.6 дюйм,1366x768,Intel Core i5 1035G1,4 ГБ,SSD,256 ГБ,299990,https://kaspi.kz/shop/p/lenovo-ideapad-s145-15iil-81w8007lrk-chernyi-100116567/?c=750000000,Intel UHD Graphics
Lenovo IdeaPad S340-15API 81NC009LRK серый,15.6 дюйм,1920x1080,AMD Ryzen 3 3200U,4 ГБ,SSD,128 ГБ,229000,https://kaspi.kz/shop/p/lenovo-ideapad-s340-15api-81nc009lrk-seryi-100783986/?c=750000000,AMD Radeon RX Vega 3
Lenovo ThinkBook 13s G2 20V9002SRU серый,13.3 дюйм,2560x1600,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,420780,https://kaspi.kz/shop/p/lenovo-thinkbook-13s-g2-20v9002sru-seryi-101283931/?c=750000000,Intel Iris Xe Graphics
Apple MacBook Pro MYDC2RU/A серебристый,13 дюйм,2560x1600,Apple M1,8 ГБ,SSD,512 ГБ,835880,https://kaspi.kz/shop/p/apple-macbook-pro-mydc2ru-a-serebristyi-101183166/?c=750000000,Apple M1
Apple MacBook Air M1 MGNE3RU/A золотистый,13 дюйм,2560x1600,Apple M1,8 ГБ,SSD,512 ГБ,660000,https://kaspi.kz/shop/p/apple-macbook-air-m1-mgne3ru-a-zolotistyi-101339129/?c=750000000,Apple M1
Apple MacBook Pro 13 with 2020 Custom Touch Bar Z0Y6/3 серый,13.3 дюйм,2560x1600,Intel Core i7 1068NG7,16 ГБ,SSD,1024 ГБ,1299990,https://kaspi.kz/shop/p/apple-macbook-pro-13-with-2020-custom-touch-bar-z0y6-3-seryi-100513556/?c=750000000,Intel Iris Plus Graphics
HP 17-ca1011ur 6RL05EA черный,17.3 дюйм,1920x1080,AMD Ryzen 5 3500U,4 ГБ,HDD,1000 ГБ,219900,https://kaspi.kz/shop/p/hp-17-ca1011ur-6rl05ea-chernyi-100280694/?c=750000000,AMD Radeon RX Vega 8
Panasonic Toughbook CF-31mk5 CF-314B600N9 черный,13.1 дюйм,1024x768,Intel Core i5 5300U,4 ГБ,HDD,500 ГБ,999900,https://kaspi.kz/shop/p/panasonic-toughbook-cf-31mk5-cf-314b600n9-chernyi-101487216/?c=750000000,Intel HD Graphics 5500
Panasonic CF-54mk3 CF-54G0486T9 черный,14 дюйм,1366x768,Intel Core i5 7300U,4 ГБ,HDD,500 ГБ,1000900,https://kaspi.kz/shop/p/panasonic-cf-54mk3-cf-54g0486t9-chernyi-101495376/?c=750000000,Intel HD Graphics 620
Apple MacBook Air 13 2020 MVH22 серый,13.3 дюйм,2560x1600,Intel Core i5,8 ГБ,SSD,512 ГБ,643950,https://kaspi.kz/shop/p/apple-macbook-air-13-2020-mvh22-seryi-100233742/?c=750000000,Intel Iris Plus Graphics
HP 15S-EQ0066UR 28P59EA черный,15.6 дюйм,1920x1080,AMD Ryzen 5 3500U,4 ГБ,SSD,256 ГБ,260067,https://kaspi.kz/shop/p/hp-15s-eq0066ur-28p59ea-chernyi-100873960/?c=750000000,AMD Radeon RX Vega 8
HP Zbook Firefly 15 G7 111F9EA серебристый,15.6 дюйм,1920x1080,Intel Core i7 10510U,16 ГБ,SSD,512 ГБ,599999,https://kaspi.kz/shop/p/hp-zbook-firefly-15-g7-111f9ea-serebristyi-100991566/?c=750000000,NVIDIA Quadro P520
HP Europe 250 G8 2R9H6EA серый,15.6 дюйм,1366x768,Intel Core i7 1065G7,8 ГБ,HDD,1000 ГБ,319699,https://kaspi.kz/shop/p/hp-europe-250-g8-2r9h6ea-seryi-101635992/?c=750000000,Intel Iris Plus Graphics
Acer Extensa 15 EX215-31-C1JG NX.EFTER.00F черный,15.6 дюйм,1920x1080,Intel Celeron N4020,4 ГБ,SSD,128 ГБ,186489,https://kaspi.kz/shop/p/acer-extensa-15-ex215-31-c1jg-nx-efter-00f-chernyi-101487130/?c=750000000,Intel UHD Graphics 600
Acer Swift 1 SF114-33-P06A NX.HYNER.001 золотистый,14 дюйм,1920x1080,Intel Pentium Silver N5030,4 ГБ,SSD,128 ГБ,207990,https://kaspi.kz/shop/p/acer-swift-1-sf114-33-p06a-nx-hyner-001-zolotistyi-100697674/?c=750000000,Intel UHD Graphics 605
HP Europe 250 G7 175T3EA#ACB черный,15.6 дюйм,1920x1080,Intel Core i7 1065G7,8 ГБ,SSD,256 ГБ,339000,https://kaspi.kz/shop/p/hp-europe-250-g7-175t3ea-acb-chernyi-101214297/?c=750000000,Intel Iris Plus Graphics G7
HP 15S-FQ2020UR 2X1S9EA серый,15.6 дюйм,1920x1080,Intel Pentium Gold 7505,8 ГБ,SSD,512 ГБ,256819,https://kaspi.kz/shop/p/hp-15s-fq2020ur-2x1s9ea-seryi-101472882/?c=750000000,Intel UHD Graphics 620
Acer TravelMate P2 TMP214-53-376J NX.VPKER.00E черный,14 дюйм,1920x1080,Intel Core i3 1115G4,8 ГБ,SSD,256 ГБ,327629,https://kaspi.kz/shop/p/acer-travelmate-p2-tmp214-53-376j-nx-vpker-00e-chernyi-101472918/?c=750000000,Intel UHD Graphics 620
Lenovo IdeaPad 3 81WE014SRK серый,15.6 дюйм,1366x768,Intel Core i3 1005G1,8 ГБ,HDD,1000 ГБ,222700,https://kaspi.kz/shop/p/lenovo-ideapad-3-81we014srk-seryi-101525406/?c=750000000,Intel UHD Graphics
Lenovo Thinkpad T15 20W40030RT черный,15.6 дюйм,1920x1080,Intel Core i5,8 ГБ,SSD,512 ГБ,659900,https://kaspi.kz/shop/p/lenovo-thinkpad-t15-20w40030rt-chernyi-101336335/?c=750000000,Intel Iris Xe Graphics
Lenovo ThinkBook 14 G2 ITL 20VD008WRU серый,14 дюйм,1920x1080,Intel Core i5 1135G7,16 ГБ,SSD,512 ГБ,546900,https://kaspi.kz/shop/p/lenovo-thinkbook-14-g2-itl-20vd008wru-seryi-101495754/?c=750000000,Intel Iris Xe Graphics
Lenovo ThinkBook 14 G2 ARE 20VF0039RU серый,14 дюйм,1920x1080,AMD Ryzen 5 4500U,8 ГБ,SSD,512 ГБ,380000,https://kaspi.kz/shop/p/lenovo-thinkbook-14-g2-are-20vf0039ru-seryi-101511596/?c=750000000,AMD Radeon Graphics
Lenovo ThinkPad T14 Gen 2 20W0004ERT черный,14 дюйм,1920x1080,Intel Core i7 1165G7,16 ГБ,SSD,512 ГБ,885000,https://kaspi.kz/shop/p/lenovo-thinkpad-t14-gen-2-20w0004ert-chernyi-101510664/?c=750000000,Intel Iris Xe Graphics
Lenovo ThinkPad T14 Gen 2 20W0004URT черный,14 дюйм,1920x1080,Intel Core i7 1165G7,16 ГБ,SSD,1024 ГБ,818900,https://kaspi.kz/shop/p/lenovo-thinkpad-t14-gen-2-20w0004urt-chernyi-101495538/?c=750000000,Intel Iris Xe Graphics
Lenovo ThinkPad T14 Gen 2 20W00034RT черный,14 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,512 ГБ,744900,https://kaspi.kz/shop/p/lenovo-thinkpad-t14-gen-2-20w00034rt-chernyi-101496199/?c=750000000,Intel Iris Xe Graphics
Lenovo ThinkPad T14 Gen 2 20W00039RT черный,14 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,512 ГБ,679889,https://kaspi.kz/shop/p/lenovo-thinkpad-t14-gen-2-20w00039rt-chernyi-101510779/?c=750000000,Intel Iris Xe Graphics
Xiaomi RedmiBook 14 II Ryzen Edition серебристый,14 дюйм,1920x1080,AMD Ryzen 7 4700U,16 ГБ,SSD,512 ГБ,511540,https://kaspi.kz/shop/p/xiaomi-redmibook-14-ii-ryzen-edition-serebristyi-100615451/?c=750000000,AMD Radeon RX Vega 7
Apple MacBook Air 13 2020 MWTJ2 серый,13.3 дюйм,2560x1600,Intel Core i3,8 ГБ,SSD,256 ГБ,604855,https://kaspi.kz/shop/p/apple-macbook-air-13-2020-mwtj2-seryi-100233665/?c=750000000,Intel Iris Plus Graphics
Lenovo ThinkBook 14 G2 ITL 20VD000BRU серый,14 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,512 ГБ,439890,https://kaspi.kz/shop/p/lenovo-thinkbook-14-g2-itl-20vd000bru-seryi-101273474/?c=750000000,Intel Iris Xe Graphics
Lenovo ThinkBook 13s Gen 2 ITL 20V90003RU серый,13.3 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,438221,https://kaspi.kz/shop/p/lenovo-thinkbook-13s-gen-2-itl-20v90003ru-seryi-101496266/?c=750000000,Intel Iris Xe Graphics
Lenovo ThinkPad T14 Gen 2 20W0003BRT черный,14 дюйм,1920x1080,Intel Core i5 1135G7,16 ГБ,SSD,512 ГБ,718900,https://kaspi.kz/shop/p/lenovo-thinkpad-t14-gen-2-20w0003brt-chernyi-101510560/?c=750000000,Intel UHD Graphics 620
Lenovo ThinkBook 14 G2 ITL 20VD00CWRU серый,14 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,478889,https://kaspi.kz/shop/p/lenovo-thinkbook-14-g2-itl-20vd00cwru-seryi-101496341/?c=750000000,Intel Iris Xe Graphics
Lenovo ThinkPad T14 Gen 2 20W0003ART черный,14 дюйм,1920x1080,Intel Core i5 1135G7,16 ГБ,SSD,512 ГБ,794889,https://kaspi.kz/shop/p/lenovo-thinkpad-t14-gen-2-20w0003art-chernyi-101508285/?c=750000000,Intel Iris Xe Graphics
Asus Zenbook UX363EA-HP184T серый,13.3 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,449900,https://kaspi.kz/shop/p/asus-zenbook-ux363ea-hp184t-seryi-101157494/?c=750000000,Intel Iris Graphics
Lenovo Yoga Slim 7 15ITL05 82AC002RRU черный,15.6 дюйм,1920x1080,Intel Core i7 1165G7,16 ГБ,SSD,1000 ГБ,529990,https://kaspi.kz/shop/p/lenovo-yoga-slim-7-15itl05-82ac002rru-chernyi-101701847/?c=750000000,Intel Iris Xe Graphics
Lenovo ThinkPad T14 20S00069RT черный,14 дюйм,1920x1080,Intel Core i5 10210U,8 ГБ,SSD,256 ГБ,543900,https://kaspi.kz/shop/p/lenovo-thinkpad-t14-20s00069rt-chernyi-101336120/?c=750000000,Intel UHD Graphics 620
Lenovo ThinkPad T14 Gen 2 20W0000DRT черный,14 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,689886,https://kaspi.kz/shop/p/lenovo-thinkpad-t14-gen-2-20w0000drt-chernyi-101508171/?c=750000000,Intel Iris Xe Graphics
Lenovo Thinkpad T15 20W4003FRT черный,15.6 дюйм,1920x1080,Intel Core i7 10510U ,16 ГБ,SSD,512 ГБ,874800,https://kaspi.kz/shop/p/lenovo-thinkpad-t15-20w4003frt-chernyi-101336375/?c=750000000,Intel UHD Graphics
HP 255 G7 150A7EA серый,15.6 дюйм,1366x768,AMD Athlon Silver 3050U,4 ГБ,HDD,1000 ГБ,149900,https://kaspi.kz/shop/p/hp-255-g7-150a7ea-seryi-101211866/?c=750000000,AMD Radeon Graphics
HP 250 G7 1F3J3EA черный,15.6 дюйм,1920x1080,Intel Celeron N4020,4 ГБ,HDD,1000 ГБ,143900,https://kaspi.kz/shop/p/hp-250-g7-1f3j3ea-chernyi-101352759/?c=750000000,Intel UHD Graphics
Lenovo ideapad 1 11ADA05 82GV001NRK серебристый,11.6 дюйм,1366x760,AMD Athlon 3020e,4 ГБ,SSD,128 ГБ,147360,https://kaspi.kz/shop/p/lenovo-ideapad-1-11ada05-82gv001nrk-serebristyi-101165038/?c=750000000,Intel UHD Graphics 620
Lenovo V15 G2 ITL 82KB0009RU серый,15.6 дюйм,1920x1080,Intel Core i3 1115G4,8 ГБ,SSD,512 ГБ,263400,https://kaspi.kz/shop/p/lenovo-v15-g2-itl-82kb0009ru-seryi-101525474/?c=750000000,Intel UHD Graphics 620
Lenovo ThinkBook 14 G2 ITL 20VD00CHRU серый,14 дюйм,1920x1080,Intel Core i3 1115G4,8 ГБ,SSD,512 ГБ,369990,https://kaspi.kz/shop/p/lenovo-thinkbook-14-g2-itl-20vd00chru-seryi-101534353/?c=750000000,Intel UHD Graphics
Lenovo ThinkBook 14 G2 ITL 20VD0096RU серый,14 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,399990,https://kaspi.kz/shop/p/lenovo-thinkbook-14-g2-itl-20vd0096ru-seryi-101635931/?c=750000000,Intel Iris Xe Graphics
Dell Vostro 5402 210-AXGV N3003VN5402EMEA01_2005 серый,14 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,429990,https://kaspi.kz/shop/p/dell-vostro-5402-210-axgv-n3003vn5402emea01-2005-seryi-101619216/?c=750000000,Intel Iris Xe Graphics
Lenovo ThinkBook 14 G2 ITL 20VD0097RU серый,14 дюйм,1920x1080,Intel Core i3 1115G4,8 ГБ,SSD,256 ГБ,349990,https://kaspi.kz/shop/p/lenovo-thinkbook-14-g2-itl-20vd0097ru-seryi-101534328/?c=750000000,Intel UHD Graphics
Dell Latitude 3510 210-AVLN N007L351015EMEA_UBU черный,15.6 дюйм,1366x768,Intel Core i5 10210U,8 ГБ,HDD,1000 ГБ,310400,https://kaspi.kz/shop/p/dell-latitude-3510-210-avln-n007l351015emea-ubu-chernyi-101158138/?c=750000000,Intel UHD Graphics 620
Apple MacBook Air 13 2020 MVH22RU/A серый,13.3 дюйм,2560x1600,Intel Core i5 1030NG7,8 ГБ,SSD,512 ГБ,990000,https://kaspi.kz/shop/p/apple-macbook-air-13-2020-mvh22ru-a-seryi-100269440/?c=750000000,Intel Iris Plus Graphics
Lenovo Ideapad L340-15API 81LW0057RK черный,15.6 дюйм,1920x1080,AMD Ryzen 5 3500U,4 ГБ,SSD,256 ГБ,268930,https://kaspi.kz/shop/p/lenovo-ideapad-l340-15api-81lw0057rk-chernyi-101171308/?c=750000000,AMD Radeon RX Vega 8
Dell Vostro 3501 210-AXEO-B1 серый,15.6 дюйм,1366x768,Intel Core i3 1005G1,4 ГБ,SSD,256 ГБ,281900,https://kaspi.kz/shop/p/dell-vostro-3501-210-axeo-b1-seryi-101145095/?c=750000000,Intel UHD Graphics
Acer Swift 3 SF314-41 R585SUW NX.HFDER.007 серебристый,14 дюйм,1920x1080,AMD Ryzen 5 3500U,8 ГБ,SSD,512 ГБ,329990,https://kaspi.kz/shop/p/acer-swift-3-sf314-41-r585suw-nx-hfder-007-serebristyi-100751024/?c=750000000,AMD Radeon RX Vega 8
Dell XPS 15 9500 210-AVQG серебристый,15.6 дюйм,1920x1200,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,899800,https://kaspi.kz/shop/p/dell-xps-15-9500-210-avqg-serebristyi-100760917/?c=750000000,Intel UHD Graphics
Asus S435EA-HM011T 90NB0SU1-M00140 зеленый,14 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,429500,https://kaspi.kz/shop/p/asus-s435ea-hm011t-90nb0su1-m00140-zelenyi-101206066/?c=750000000,Intel Iris Xe Graphics
Lenovo V15-ADA 82C7008QRU серый,15.6 дюйм,1920x1080,AMD Athlon Silver 3050U,4 ГБ,SSD,128 ГБ,189990,https://kaspi.kz/shop/p/lenovo-v15-ada-82c7008qru-seryi-100789386/?c=750000000,AMD Radeon Graphics
Acer Swift 3 SF313-52-50XC NX.HQWER.004 серебристый,13.5 дюйм,2256x1504,Intel Core i5 1035G4,8 ГБ,SSD,256 ГБ,349900,https://kaspi.kz/shop/p/acer-swift-3-sf313-52-50xc-nx-hqwer-004-serebristyi-100911584/?c=750000000,Intel Iris Plus Graphics
Apple MacBook Pro 13 2020 MXK72 серебристый,13.3 дюйм,2560x1600,Intel Core i5 8257U,8 ГБ,SSD,512 ГБ,709900,https://kaspi.kz/shop/p/apple-macbook-pro-13-2020-mxk72-serebristyi-100275520/?c=750000000,Intel Iris Plus Graphics 645
Lenovo ThinkBook 15 G2 ITL 20VE0009RU серый,15.6 дюйм,1920x1080,Intel Core i3 1115G4,8 ГБ,SSD,256 ГБ,329500,https://kaspi.kz/shop/p/lenovo-thinkbook-15-g2-itl-20ve0009ru-seryi-100877699/?c=750000000,Intel UHD Graphics
Neo 151G серый,15.6 дюйм,1920x1080,Intel Celeron J4115,8 ГБ,SSD,128 ГБ,146740,https://kaspi.kz/shop/p/neo-151g-seryi-101367261/?c=750000000,Intel UHD Graphics 600
Lenovo V15-IIL 82C500LPRU серый,15.6 дюйм,1920x1080,Intel Core i5 1035G1,4 ГБ,HDD,1000 ГБ,305850,https://kaspi.kz/shop/p/lenovo-v15-iil-82c500lpru-seryi-100949505/?c=750000000,Intel UHD Graphics
Apple MacBook Pro 13 2020 MXK52 серый,13.3 дюйм,2560x1600,Intel Core i5 8257U,8 ГБ,SSD,512 ГБ,709900,https://kaspi.kz/shop/p/apple-macbook-pro-13-2020-mxk52-seryi-100275385/?c=750000000,Intel Iris Plus Graphics 645
HP ProBook 430 G8 2R9C5EA серебристый,13.3 дюйм,1920x1080,Intel Core i7 1165G7,8 ГБ,SSD,512 ГБ,530626,https://kaspi.kz/shop/p/hp-probook-430-g8-2r9c5ea-serebristyi-101685872/?c=750000000,Intel UHD Graphics 620
Acer Aspire A315-22-495T NX.HE8ER.02A черный,15.6 дюйм,1920x1080,AMD A4 9120e,4 ГБ,SSD,256 ГБ,149990,https://kaspi.kz/shop/p/acer-aspire-a315-22-495t-nx-he8er-02a-chernyi-101158167/?c=750000000,AMD Radeon R3
Haier U1500EM серебристый,15.6 дюйм,1920x1080,Intel Celeron N4000,4 ГБ,eMMC,64 ГБ,119990,https://kaspi.kz/shop/p/haier-u1500em-serebristyi-101148009/?c=750000000,Intel UHD Graphics 600
Acer Swift 1 SF114-33 NX.HYSER.001 серебристый,14 дюйм,1920x1080,Intel Pentium Silver N5030,4 ГБ,SSD,128 ГБ,209990,https://kaspi.kz/shop/p/acer-swift-1-sf114-33-nx-hyser-001-serebristyi-100908850/?c=750000000,Intel UHD Graphics 605
HP Pavilion 15-eh0002ur 281A1EA серебристый,15.6 дюйм,1920x1080,AMD Ryzen 3 4300U,4 ГБ,SSD,256 ГБ,239990,https://kaspi.kz/shop/p/hp-pavilion-15-eh0002ur-281a1ea-serebristyi-101577341/?c=750000000,AMD Radeon Graphics
Lenovo IdeaPad 3 17ADA05 81W20001RK серый,17.3 дюйм,1600x900,AMD Ryzen 3 3250U,4 ГБ,HDD,1000 ГБ,187900,https://kaspi.kz/shop/p/lenovo-ideapad-3-17ada05-81w20001rk-seryi-101534056/?c=750000000,AMD Radeon Graphics
Lenovo IdeaPad 3 15ADA05 81W100RBRK серый,15.6 дюйм,1366x768,AMD Athlon Silver 3050U,4 ГБ,HDD,1024 ГБ,189990,https://kaspi.kz/shop/p/lenovo-ideapad-3-15ada05-81w100rbrk-seryi-101459237/?c=750000000,AMD Radeon Graphics
HP Pavilion 15 eh0001ur 3A8E7EA#ACB белый,15.6 дюйм,1920x1080,AMD Ryzen 5 4500U,8 ГБ,SSD,256 ГБ,349990,https://kaspi.kz/shop/p/hp-pavilion-15-eh0001ur-3a8e7ea-acb-belyi-101668529/?c=750000000,AMD Radeon Graphics
Acer Swift 1 SF114-33-P5NL NX.A3FER.001 синий,14 дюйм,1920x1080,Intel Pentium Silver N5030,4 ГБ,SSD,128 ГБ,209990,https://kaspi.kz/shop/p/acer-swift-1-sf114-33-p5nl-nx-a3fer-001-sinii-100697730/?c=750000000,Intel UHD Graphics 605
HP ENVY x360 13-ay0006ur 15C87EA серый,13.3 дюйм,1920x1080,AMD Ryzen 7 4700U,8 ГБ,SSD,1000 ГБ,475900,https://kaspi.kz/shop/p/hp-envy-x360-13-ay0006ur-15c87ea-seryi-100994944/?c=750000000,AMD Radeon Graphics
